"scenario_dir","Label","CharacterName","ja","ko"
"scenarios_08_02000","08_02100_1940","@ウコン","おい、今とんでもない言い間違いを……
いや、それよりちょっと見せてみな。
熱は……","야, 지금 엄청난 말실수를……
아니, 그보다 잠깐 보여줘봐.
열은……"
"scenarios_08_02000","08_02100_1950","@ナーヴァ","はわわわ！？","하와와와!?"
"scenarios_08_02000","08_02100_1960","@ウコン","うお、めっちゃ熱い！","우와, 엄청 뜨거워!"
"scenarios_08_02000","08_02100_1970","@ナーヴァ","お、お姉ちゃん！
今度は世界がグルグルするよ！
ぽわぽわなのにグルグルしてるの！","언니!
이번엔 세상이 빙글빙글 돌아!
몽롱한데 빙글빙글 돌아!"
"scenarios_08_02000","08_02100_1980","@アシュタ","だだだ、大丈夫なの！？
しっかりして！
死んじゃ駄目なんだからね！","정말 괜찮은 거야!?
정신 차려!
죽으면 안 돼!"
"scenarios_08_02000","08_02100_1990","@ムーちゃん","ええと、これってもしかして……","저기, 이거 혹시……"
"scenarios_08_02000","08_02100_2000","@サコン","ほほう、ウコンの奴め。
中々隅におけぬのう。","호호, 우콘 녀석.
제법 만만치 않구만."
"scenarios_08_02000","08_02100_2010","@ウコン","（何だ？
　チラチラとこっち見て）","(뭐지?
　힐끔힐끔 이쪽을 보고)"
"scenarios_08_02000","08_02100_2020","@ムーちゃん","ウコン殿ったら……
結構朴念仁でしたのね……","우콘님도 참……
꽤나 둔감하셨네요……"
"scenarios_08_02000","08_02100_2030","@ムーちゃん","さておき、この場合どうしたものかしら。
シーちゃんの事を考えると[薮蛇*やぶへび]になりそうですし、もどかしいですわ……","어쨌든, 이런 경우엔 어떻게 해야 할까.
치쨩을 생각하면 괜히 일을 더 키울 것 같고, 답답하네요……"
"scenarios_08_02000","08_02100_2040","@シーちゃん","だ、大丈夫だよ、きっとウコンが何とかしてくれるから！
ウコン、大丈夫だよね？　だよね！？","다, 다 괜찮아! 분명 우콘이 어떻게든 해줄 테니까!
우콘, 괜찮지? 그렇지!?"
"scenarios_08_02000","08_02100_2050","@ハル","やれやれ、こちらはまだお子様か。","휴우, 여긴 아직 어린애구나."
"scenarios_08_02000","08_02100_2060","@アシュタ","やだぁ……
お願いナーヴァ、一人にしないでよぉ……！","싫어……
부탁이야, 나바, 나 혼자 두지 마……!"
"scenarios_08_02000","08_02100_2070","@ムーちゃん","し、仕方ありませんわね。
盛り上がってるところを悪いのですけど、よろしくて？","어, 어쩔 수 없네요.
분위기 좋은데 미안하지만, 괜찮겠죠?"
"scenarios_08_02000","08_02100_2080","@アシュタ","ふぇ？","에?"
"scenarios_08_02000","08_02100_2090","@ムーちゃん","お二人とも、ちょっとこちらに。{D015000}アシュタ{D-1}{D015100}ナーヴァ{D-1}","두 분 다, 잠깐 이쪽으로.{D015000}아슈타{D-1}{D015100}나바{D-1}"
"scenarios_08_02000","08_02110_2100","@アシュタ","あー、もー！
まぎらわしいわね！","아~ 진짜!
헷갈리게 하네!"
"scenarios_08_02000","08_02110_2110","@ナーヴァ","…………","…………"
"scenarios_08_02000","08_02110_2120","@シーちゃん","ハァ～、よかった、病気とかじゃなくて。","하아~ 다행이다, 병이 아니어서."
"scenarios_08_02000","08_02110_2130","@シーちゃん","でも、そっかぁ。
『恋』ってこんな感じなんだ。","그래도, 그렇구나.
‘사랑’이란 이런 느낌이구나."
"scenarios_08_02000","08_02110_2140","@ムーちゃん","シーちゃんはそれでいいんですの？","치쨩, 그걸로 괜찮은 거야?"
"scenarios_08_02000","08_02110_2150","@シーちゃん","え、何が？","응, 뭐가?"
"scenarios_08_02000","08_02110_2160","@ムーちゃん","いえ、何でもありませんわ。
シーちゃんがいいのなら、それで。","아니, 아무것도 아니야.
치쨩이 좋다면, 그걸로 돼."
"scenarios_08_02000","08_02110_2170","@ナーヴァ","お姉ちゃん。","언니."
"scenarios_08_02000","08_02110_2180","@ナーヴァ","長らくお世話になりました。
ナーヴァはお嫁さんになります。","오랫동안 신세졌습니다.
나바는 신부가 될 거예요."
"scenarios_08_02000","08_02110_2190","@アシュタ","何でそうなるのよ！","왜 그렇게 되는 거야!"
"scenarios_08_02000","08_02110_2200","@ナーヴァ","違うの？
だって、お母様が。","아닌 거야?
그치만, 어머님이."
"scenarios_08_02000","08_02110_2210","@アシュタ","あれは絵本のお話でしょ！
まったくもう、いつまでたってもお子様なんだから。","그건 그림책 이야기잖아!
정말, 언제까지나 어린애구나."
"scenarios_08_02000","08_02110_2220","@アシュタ","まったく！
まったく！
あたしだってまだなのに……","정말!
정말!
나도 아직인데……"
"scenarios_08_02000","08_02110_2230","@ナーヴァ","む～。","으~음."
"scenarios_08_02000","08_02110_2240","@サコン","ホッホッホ、微笑ましいのう。
で、乙女に一目惚れされてどんな気分じゃ？","호호호, 참 보기 좋구나.
그래서, 아가씨에게 첫눈에 반했다니 기분이 어떤가?"
"scenarios_08_02000","08_02110_2250","@ウコン","[揶揄*からか]うな。
俺にどうしろって言うんだよ全くいやしかしなぁ……","놀리지 마.
나보고 어쩌라는 거야, 정말…… 아니 근데……"
"scenarios_08_02000","08_02110_2260","@サコン","悩め悩め。
……言っとくが、あの娘っ子を泣かすような真似したら、ただではおかんからの。","고민해라, 고민해라.
……말해두지만, 그 아가씨 울리는 짓 하면, 가만 안 둘 테니까."
"scenarios_08_02000","08_02110_2270","@サコン","具体的にはムーちゃんの棍棒、もとい[錫杖*しゃくじょう]を貴様の尻にブチ込む。","구체적으로는 무쨩의 곤봉, 아니 석장으로 네 엉덩이에 꽂아줄 거다."
"scenarios_08_02000","08_02110_2280","@ウコン","何だ、そのイヤな具体案は。","뭐야, 그 싫은 구체적인 방법은."
"scenarios_08_02000","08_02110_2290","@ハル","意外だな、てっきり悔しがるかと思ったんだが。","의외네, 분명히 아쉬워할 줄 알았는데."
"scenarios_08_02000","08_02110_2300","@サコン","モテモテの[儂*ワシ]が何で悔しがらんといかんのぢゃ。","모테모테인 내가 왜 아쉬워해야 하냐고."
"scenarios_08_02000","08_02110_2310","@ハル","そりゃ[遊宮*ゆうぐう]で遊んだ時の話だろうに。","그건 유궁에서 놀았을 때 얘기잖아."
"scenarios_08_02000","08_02110_2320","@サコン","判っとらんのう、店でチヤホヤされて何が悪いんじゃ？
それが[雅*みやび]であり[粋*いき]というものよ。","모르는구나, 가게에서 대접받는 게 뭐가 나빠?
그게 바로 우아함이고 멋이라는 거다."
"scenarios_08_02000","08_02110_2330","@ハル","クッ、負けた……
まさかこんなハゲ[親父*オヤジ]に諭されるとは。","크윽, 졌다……
설마 이런 대머리 아버지한테 훈계받을 줄이야."
"scenarios_08_02000","08_02110_2340","@サコン","この格好良さが判らぬウチは、[儂*ワシ]に勝てんぞい、ホッホッホ。","이 멋짐을 모르는 한, 나한테 못 이긴다구, 호호호."
"scenarios_08_02000","08_02110_2350","@アシュタ","で、ウコン……だったわね。
どうするつもり？","그래서, 우콘……였지.
어떻게 할 생각이야?"
"scenarios_08_02000","08_02110_2360","@ウコン","いや、どうすると言われても……だな。","아니, 어떻게 하라고 해도…… 말이지."
"scenarios_08_02000","08_02110_2370","@アシュタ","むぅぅ……","으으으……"
"scenarios_08_02000","08_02110_2380","@シーちゃん","恋……かぁ。
でも……
恋って何なんだろ……","사랑……인가.
근데……
사랑이란 뭘까……"
"scenarios_08_02000","08_02110_2390","@ムーちゃん","シーちゃん？","치쨩?"
"scenarios_08_02000","08_02110_2400","@聞き覚えのある声","さぁさぁ次の方はいらっしゃいませんかな？","자, 자, 다음 분 안 계신가요?"
"scenarios_08_02000","08_02110_2410","@ウコン","（今だ！）","(지금이야!)"
"scenarios_08_02000","08_02110_2420","@ウコン","おおっ！
ありゃあイシネンの旦那じゃねえか！
あんなトコで何やってんだ？","오오!
저거 이시넨 형님 아니냐!
저기서 뭘 하고 계신 거지?"
"scenarios_08_02000","08_02110_2430","@アシュタ","ちょっと━━","잠깐━━"
"scenarios_08_02000","08_02110_2440","@ハル","誤魔化したな……","얼버무렸군……"
"scenarios_08_02000","08_02110_2450","@屋台の親父","おや、知らねぇのかい？","어라, 모르는 거야?"
"scenarios_08_02000","08_02110_2460","@屋台の親父","あれがこのテスクァ祭の目玉、『{d015200}降臨の儀{d-1}』さ。","저게 이번 테스크아 축제의 하이라이트, 『{d015200}강림의 의식{d-1}』이야."
"scenarios_08_02000","08_02110_2470","@シーちゃん","『降臨の儀』……って、何？","『강림의 의식』……이라면, 뭐야 그게?"
"scenarios_08_02000","08_02110_2480","@屋台の親父","遠い遠い昔の事、このトカラは未曽有の危機に見舞われた。","아주아주 오래 전, 이 토카라는 유례없는 위기에 휩싸였어."
"scenarios_08_02000","08_02110_2490","@屋台の親父","誰もが諦めかけたその時、天から[眩*まばゆ]いばかりに光り輝く少女が降臨なされてな。
民を救ってくれたのさ。","모두가 포기하려던 그때, 하늘에서 눈부시게 빛나는 소녀가 내려오셨지.
백성을 구해주셨대."
"scenarios_08_02000","08_02110_2500","@屋台の親父","その少女こそ伝説の乙女テスクァ！","그 소녀야말로 전설의 소녀 테스크아!"
"scenarios_08_02000","08_02110_2510","@屋台の親父","そして祭壇に祀られているのが、テスクァが携えていたと伝えられているトカラの秘宝だ。","그리고 제단에 모셔져 있는 게, 테스크아가 가지고 있었다고 전해지는 토카라의 비보야."
"scenarios_08_02000","08_02110_2520","@シーちゃん","うわぁ、キレイ……","우와, 예쁘다……"
"scenarios_08_02000","08_02110_2530","@ムーちゃん","ええ、素敵ですわ……","네, 정말 멋져요……"
"scenarios_08_02000","08_02110_2540","@アシュタ","ふわぁ、キラキラ……","와아, 반짝반짝……"
"scenarios_08_02000","08_02110_2550","@ナーヴァ","お姉ちゃん、お姉ちゃん！
欲しい、あれ買って！","언니, 언니!
갖고 싶어, 저거 사줘!"
"scenarios_08_02000","08_02110_2560","@ハル","鳥類と女ってのはどうしてこう、光り物が好きなのかね？　あんなキラキラする漬物石の[何処*どこ]がいいんだか。","새들이랑 여자들은 왜 이렇게 반짝이는 걸 좋아하는 걸까? 저런 반짝거리는 절임돌이 뭐가 좋은지."
"scenarios_08_02000","08_02110_2570","@サコン","おい、ありゃあ{d015400}[紫琥珀*ムィ・コゥーハ]{d-1}だぞ！","야, 저건 {d015400}자색 호박{d-1}이잖아!"
"scenarios_08_02000","08_02110_2580","@ウコン","あれが？
まさか、小石ほどの大きさで城が買えるって言われてるんだぞ。","저게?
설마, 조그만 돌만 해도 성을 살 수 있다고 하는 그거라구."
"scenarios_08_02000","08_02110_2590","@サコン","間違いない、ウチの倉に仕舞われていたヤツと同じだ……もっとも、それこそ小石ほどの大きさだったがな。","틀림없어, 우리 창고에 보관돼 있던 그거랑 똑같아…… 뭐, 그건 진짜 조그만 돌만 했지만."
"scenarios_08_02000","08_02110_2600","@ウコン","ならば、あれだけの大きさであれば。","그렇다면, 저 정도 크기라면."
"scenarios_08_02000","08_02110_2610","@サコン","ああ……","그래……"
"scenarios_08_02000","08_02110_2620","@サコン","國が買え、軍を動かせる。","나라를 사고, 군대를 움직일 수 있지."
"scenarios_08_02000","08_02110_2630","@ムーちゃん","ハァ……
これだから殿方は……","하아……
이래서 남자들은……"
"scenarios_08_02000","08_02110_2640","@屋台の親父","あの石は、清く美しい乙女が触れると光り輝いてな。","저 돌은, 순수하고 아름다운 소녀가 만지면 빛을 내거든."
"scenarios_08_02000","08_02110_2650","@屋台の親父","一番輝かせた乙女こそテスクァの生まれ変わりに違いない！","가장 빛나게 한 소녀야말로 테스크아의 환생임에 틀림없지!"
"scenarios_08_02000","08_02110_2660","@屋台の親父","ってことで、祭りの間{d015500}[巫*カムナギ]{d-1}になってもらっていろんな行事をするのがこのテスクァ祭なのさ。","그래서, 축제 기간 동안 {d015500}카무나기{d-1}가 되어 여러 행사를 하는 게 이 테스크아 축제야."
"scenarios_08_02000","08_02110_2670","@屋台の親父","まあ、今じゃあその年一番の乙女を決める祭りみたいになっちまって、ああやって若い娘がこぞって試しに来るのさ。","뭐, 요즘은 그 해 최고의 소녀를 뽑는 축제처럼 돼버려서, 저렇게 젊은 아가씨들이 다들 도전하러 오는 거지."
"scenarios_08_02000","08_02110_2680","@屋台の親父","何せ、少しでも光らせることが出来ただけで豪華賞品がもらえるんだ。","뭐, 조금이라도 빛나게 할 수만 있어도 호화로운 상품을 받을 수 있거든."
"scenarios_08_02000","08_02110_2690","@屋台の親父","ここ最近は[巫*カムナギ]に選ばれる程の娘っ子は出なかったからな。","요즘은 카무나기로 뽑힐 만한 아가씨가 안 나왔으니까."
"scenarios_08_02000","08_02110_2700","@屋台の親父","見事、テスクァの[巫*カムナギ]と認められなんかしたら数年は遊んで暮らせるって話だぜ。","멋지게 테스크아의 카무나기로 인정받기라도 하면 몇 년은 놀고먹고 산다는 얘기가 있어."
"scenarios_08_02000","08_02110_2710","@アシュタ","豪華賞品！？","호화 상품!?"
"scenarios_08_02000","08_02110_2720","@シーちゃん","面白そう！
行こう、ウコン！","재밌겠다!
가자, 우콘!"
"scenarios_08_02000","08_02110_2730","@ナーヴァ","あ━━","아━━"
"scenarios_08_02000","08_02110_2740","@アシュタ","あたし達も行くわよ、ナーヴァ！","우리도 가자, 나바!"
"scenarios_08_02000","08_02110_2750","@ナーヴァ","お、お姉ちゃん！？","어, 언니!?"
"scenarios_08_02000","08_02110_2760","@列整理担当者","さぁ、こちらが最後尾となります。
乙女の皆様方、どうぞこぞって御参加下さい。","자, 여기가 맨 끝입니다.
소녀 여러분, 모두 함께 참가해 주세요."
"scenarios_08_02000","08_02110_2770","@ムーちゃん","乙女と聞いたからには、挑まないわけには参りませんわね。","소녀라고 들었으니, 도전하지 않을 수 없겠네요."
"scenarios_08_02000","08_02110_2780","@列整理担当者","はいはい押さない、並んで並んで。","네네, 밀지 말고, 줄 서세요 줄."
"scenarios_08_02000","08_02110_2790","@列整理担当者","ああ、そこの君。
参加資格があるのは乙女のみですので、そうでない方はご遠慮願います。","아, 거기 당신.
참가 자격이 있는 건 소녀뿐이니, 그렇지 않은 분은 양해 부탁드립니다."
"scenarios_08_02000","08_02110_2800","@ムーちゃん","…………？","…………？"
"scenarios_08_02000","08_02110_2810","@ムーちゃん","…………？","…………？"
"scenarios_08_02000","08_02110_2820","@列整理担当者","はい、次の子。こちらに並んで下さい。","네, 다음 아이. 이쪽에 줄 서 주세요."
"scenarios_08_02000","08_02110_2830","@ムーちゃん","小生は正真正銘の乙女だァ！","나는 진짜배기 소녀다아!"
"scenarios_08_02000","08_02110_2840","@列整理担当者","…………は？
いや、またまたご冗談を。","…………네?
아니, 또 농담이시군요."
"scenarios_08_02000","08_02110_2850","@列整理担当者","いらっしゃるのですよ、時々無理をして試そうとする方が。","가끔 무리해서 시도해보려는 분들이 계시거든요."
"scenarios_08_02000","08_02110_2860","@列整理担当者","ですが、生温かな目で見られることになりますから、止めておいた方が……よろしいかと。","하지만, 미지근한 시선으로 보게 되니 그만두시는 게…… 좋을 것 같아요."
"scenarios_08_02000","08_02110_2870","@ムーちゃん","…………","…………"
"scenarios_08_02000","08_02110_2880","@列整理担当者","ああ後ろの方、貴方は可愛らしい乙女ですね。
遠慮無くお並び下さい。","아, 뒤에 계신 분, 당신은 정말 귀여운 소녀네요.
주저하지 말고 줄 서 주세요."
"scenarios_08_02000","08_02110_2890","@アシュタ","何でか、あんまり嬉しくないんだけど。","왠지 별로 기쁘지 않은데."
"scenarios_08_02000","08_02110_2900","@ナーヴァ","お姉ちゃぁん、置いてかないでよぉ。","언니이이, 두고 가지 마아."
"scenarios_08_02000","08_02110_2910","@列整理担当者","ハイ、貴方はこの上ない乙女ですね。
並んで並んで。","네, 당신은 더할 나위 없는 소녀네요.
줄 서세요, 줄 서세요."
"scenarios_08_02000","08_02110_2920","@ムーちゃん","━━ハッ！？
待たれよ！
……ではなく、お待ちになって。","━━헉!?
잠깐만요!
……가 아니라, 잠시만 기다려 주세요."
"scenarios_08_02000","08_02110_2930","@ムーちゃん","この子が、ナーヴァさんが参加出来てどうして小生が参加できませんの？
同じような体格ですのに納得いきませんわ。","이 아이가, 나바 씨가 참가할 수 있는데 왜 나는 참가할 수 없는 거죠?
체격도 비슷한데 납득이 안 돼요."
